ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
5140,1985.0,PhD,Married,64355.0,1,0,24-08-2012,66,,0.0,,67,38,153,2,,3,12,8,0,0,0,0,0,0,3,11,0
10160,1956.0,Master,Together,50943.0,0,1,21-06-2013,49,31.0,,7.0,2,0,6,1,1.0,0,3,5,0,0,0,0,0,0,3,11,0
4945,,Graduation,Widow,,0,0,07-11-2012,29,815.0,,,28,10,108,2,,4,12,6,0,0,0,0,0,0,3,11,0
10584,,Graduation,Married,,0,1,02-12-2013,77,,,,106,36,29,1,,10,8,3,0,0,0,0,0,0,3,11,0
6071,1989.0,Graduation,Single,,0,0,19-07-2013,77,493.0,,324.0,146,40,84,1,,7,11,1,0,0,0,0,0,0,3,11,0
3386,1992.0,Graduation,Married,,0,0,21-06-2013,71,,4.0,66.0,3,10,20,1,2.0,1,4,7,0,0,0,0,0,0,3,11,0
8939,1959.0,Graduation,Divorced,61250.0,0,1,16-12-2012,49,382.0,,65.0,60,26,59,6,,2,12,5,0,0,0,0,0,0,3,11,0
9925,,PhD,Together,39665.0,1,0,25-05-2013,97,,1.0,,0,1,31,3,4.0,2,3,7,1,0,0,0,0,0,3,11,0
4320,,Graduation,Single,60152.0,0,1,28-03-2013,6,,,300.0,86,58,91,1,,4,12,3,0,0,0,0,0,0,3,11,0
5389,,Graduation,Married,48920.0,0,2,20-10-2013,93,,,,8,10,6,3,,2,5,7,0,1,0,0,0,0,3,11,0
6036,1959.0,Master,Together,,0,0,17-03-2014,78,,92.0,408.0,72,129,55,1,5.0,6,7,1,0,0,1,0,0,0,3,11,0
182,1946.0,PhD,Together,,0,1,11-05-2013,62,284.0,0.0,,0,6,52,4,,2,5,8,0,0,0,0,0,0,3,11,0
203,1975.0,Master,Single,81169.0,0,0,14-04-2013,47,,20.0,613.0,80,61,27,1,,7,9,2,0,0,0,0,0,0,3,11,0
11025,1961.0,Graduation,Married,36443.0,1,1,03-02-2013,9,,0.0,,4,3,20,4,,1,3,8,0,0,0,0,0,0,3,11,0
10203,,Graduation,Single,26095.0,1,0,30-06-2013,77,,,,3,1,11,1,,0,3,7,0,0,0,0,0,0,3,11,0
4607,,Graduation,Together,,0,0,23-08-2013,24,227.0,,,42,21,75,1,,5,7,2,0,0,0,0,0,0,3,11,0
3711,1944.0,Master,Married,,0,0,01-03-2014,19,1035.0,134.0,670.0,25,38,0,1,6.0,3,10,3,0,0,1,1,0,0,3,11,0
3696,,Graduation,Divorced,,1,1,27-01-2014,67,,,12.0,2,0,10,2,2.0,0,3,7,0,0,0,0,0,0,3,11,0
2532,1987.0,Master,Single,73454.0,0,0,01-03-2014,95,,73.0,351.0,56,14,175,1,2.0,4,6,5,1,0,0,0,0,0,3,11,0
9214,1991.0,Graduation,Married,,0,0,16-08-2013,48,,2.0,,38,17,58,1,,1,6,5,0,0,0,0,0,0,3,11,0
4943,,Graduation,Married,70503.0,0,0,30-09-2012,73,,33.0,,0,33,66,1,2.0,4,9,6,0,1,1,0,0,0,3,11,0
35,,Graduation,Married,25545.0,1,0,08-09-2012,35,32.0,1.0,64.0,16,12,85,3,2.0,2,3,6,0,0,0,0,0,0,3,11,1
2258,1986.0,Graduation,Married,32880.0,1,0,04-12-2012,76,8.0,,,7,6,2,1,1.0,0,3,8,0,0,0,0,0,0,3,11,0
4322,1958.0,PhD,Together,,0,0,27-11-2013,20,,,,16,25,12,1,4.0,5,10,2,0,0,0,0,0,0,3,11,0
713,,Master,Married,,0,0,08-06-2014,72,,15.0,,67,31,35,1,,4,6,3,0,0,0,0,0,0,3,11,0
4702,1964.0,Graduation,Single,,0,0,12-08-2012,20,1000.0,155.0,,224,17,120,1,4.0,8,4,8,0,0,0,0,0,0,3,11,0
3281,,PhD,Married,,1,1,03-11-2013,69,206.0,10.0,,30,27,71,6,4.0,1,8,6,0,0,0,0,0,0,3,11,0
702,,2n Cycle,Widow,,0,1,15-02-2013,80,162.0,61.0,83.0,97,57,61,4,4.0,3,8,5,0,0,0,0,0,0,3,11,0
2004,1969.0,Graduation,Single,72679.0,0,1,18-09-2013,65,619.0,54.0,,127,54,54,1,,7,5,1,0,0,0,0,0,0,3,11,0
4769,1977.0,Master,Together,,1,1,18-06-2014,52,,4.0,24.0,0,0,9,7,8.0,2,6,7,0,1,0,0,0,0,3,11,0
4437,1962.0,Graduation,Married,65316.0,1,1,24-04-2013,65,112.0,6.0,,3,9,38,2,,2,5,4,0,0,0,0,0,0,3,11,0
8724,,Graduation,Single,,1,0,17-06-2013,57,,3.0,,2,2,6,2,2.0,0,3,6,0,0,0,0,0,0,3,11,0
10741,1951.0,Master,Together,,0,1,11-04-2013,70,,12.0,112.0,8,0,15,4,6.0,1,5,7,0,0,0,0,0,0,3,11,0
1991,1967.0,Graduation,Together,44931.0,0,1,18-01-2014,0,78.0,0.0,11.0,0,0,7,1,2.0,1,3,5,0,0,0,0,0,0,3,11,0
6931,,Graduation,Divorced,76982.0,0,0,15-02-2014,19,,151.0,292.0,65,60,30,1,8.0,3,4,4,0,0,1,0,0,0,3,11,1
11096,,2n Cycle,Together,,0,1,08-08-2013,50,,,32.0,37,54,6,2,,1,7,2,0,0,0,0,0,0,3,11,0
304,1981.0,Master,Single,22944.0,1,0,23-12-2013,67,19.0,,19.0,4,5,26,3,3.0,0,3,7,0,0,0,0,0,0,3,11,0
3665,1977.0,2n Cycle,Together,25315.0,1,0,07-11-2013,46,,,,11,3,22,3,3.0,0,3,8,0,0,0,0,0,0,3,11,0
10591,1969.0,Graduation,Widow,43638.0,0,1,06-08-2012,37,63.0,,,7,19,19,2,,1,4,7,0,0,0,0,0,0,3,11,0
5036,1984.0,PhD,Single,42710.0,1,0,28-11-2012,38,252.0,3.0,42.0,4,3,102,2,,5,3,6,0,0,0,0,0,0,3,11,0
5547,1982.0,PhD,Married,,0,0,07-08-2013,9,,19.0,,0,19,0,1,,6,6,3,0,1,1,0,0,0,3,11,1
7822,,Graduation,Together,,0,1,04-06-2013,56,,18.0,252.0,32,108,54,2,,6,8,3,0,0,0,0,0,0,3,11,0
8541,1990.0,2n Cycle,Married,24683.0,1,0,08-03-2014,98,,4.0,10.0,6,7,6,2,2.0,0,4,5,0,0,0,0,0,0,3,11,0
10955,1964.0,Graduation,Widow,85620.0,0,0,07-01-2014,68,,46.0,,60,107,46,1,3.0,6,4,1,0,0,0,0,0,0,3,11,1
4368,1980.0,Graduation,Married,47850.0,1,0,03-12-2013,72,,7.0,,20,12,10,1,,0,4,6,0,0,0,0,0,0,3,11,0
9671,,Graduation,Married,,1,1,26-01-2014,47,14.0,3.0,21.0,2,1,28,4,3.0,1,2,8,1,0,0,0,0,0,3,11,1
2256,1973.0,Master,Married,27159.0,1,1,29-03-2014,33,,0.0,3.0,0,0,1,2,1.0,0,3,6,0,0,0,0,0,0,3,11,0
4279,1963.0,2n Cycle,Single,39548.0,1,1,31-03-2014,87,,,10.0,3,4,18,2,1.0,1,3,3,0,0,0,0,0,0,3,11,0
5371,,Graduation,Single,,1,0,08-04-2014,0,6.0,16.0,24.0,11,0,34,2,3.0,1,2,7,1,0,0,0,0,0,3,11,1
9240,1971.0,PhD,Single,,0,1,07-02-2014,73,,,24.0,6,4,34,2,6.0,2,8,6,0,0,0,0,0,0,3,11,0
9460,1963.0,Graduation,Married,22419.0,0,0,18-04-2013,74,,3.0,47.0,19,21,42,1,3.0,2,2,8,0,0,0,0,0,0,3,11,0
9504,1949.0,Master,Married,,0,0,06-11-2013,4,,,,111,123,47,1,3.0,8,13,1,0,0,0,0,0,0,3,11,1
8692,,Graduation,Together,,1,1,12-09-2012,50,90.0,17.0,,15,6,15,6,,1,5,8,0,0,0,0,0,0,3,11,0
448,1978.0,PhD,Single,,1,0,01-03-2013,57,,85.0,137.0,102,45,118,2,6.0,2,11,5,0,0,0,0,0,0,3,11,0
8314,1982.0,Graduation,Married,,0,0,05-04-2013,30,,,761.0,29,185,111,1,5.0,6,7,2,0,0,1,0,0,0,3,11,0
8420,1970.0,2n Cycle,Married,15315.0,0,0,03-08-2013,27,7.0,4.0,,15,8,17,2,2.0,0,4,5,0,0,0,0,0,0,3,11,0
3174,1959.0,Graduation,Together,87771.0,0,1,22-05-2013,61,,38.0,287.0,50,57,33,1,5.0,10,4,6,0,1,1,1,1,0,3,11,1
7685,1978.0,Graduation,Married,,1,0,09-09-2013,4,,8.0,12.0,8,8,12,1,2.0,0,4,5,0,0,0,0,0,0,3,11,0
3179,,Graduation,Single,,0,0,16-06-2013,75,,,,58,134,38,0,6.0,6,7,2,0,0,0,0,0,0,3,11,0
9780,1971.0,Master,Together,71499.0,0,1,25-06-2013,12,,,,136,0,37,2,8.0,3,13,4,0,0,0,0,0,0,3,11,0
10681,,2n Cycle,Married,62466.0,0,1,15-01-2014,13,129.0,,,168,121,83,5,6.0,3,12,4,0,0,0,0,0,0,3,11,0
10232,,PhD,Divorced,,0,1,05-11-2013,9,174.0,18.0,,28,6,24,3,3.0,2,7,3,0,0,0,0,0,0,3,11,0
4184,1950.0,PhD,Together,52157.0,0,1,07-06-2014,48,,,,3,2,40,2,3.0,2,5,4,0,0,0,0,0,0,3,11,0
9120,1962.0,Graduation,Single,66565.0,0,1,05-12-2012,80,,10.0,,65,40,42,4,,2,9,8,0,0,0,0,0,0,3,11,0
891,,Master,Together,,1,1,07-09-2013,60,6.0,,2.0,2,0,1,1,1.0,0,2,5,0,0,0,0,0,0,3,11,0
10381,,Graduation,Single,47691.0,0,1,05-07-2013,43,,,3.0,0,0,4,1,,0,2,6,0,0,0,0,0,0,3,11,0
3525,,Graduation,Together,38200.0,1,1,07-12-2012,19,12.0,0.0,,0,0,1,1,1.0,0,2,7,0,0,0,0,0,0,3,11,0
6818,1974.0,Graduation,Married,,0,1,12-09-2012,26,98.0,,,49,10,106,5,5.0,1,5,6,0,0,0,0,0,0,3,11,0
3526,1968.0,PhD,Married,,1,1,27-01-2014,58,32.0,,,0,0,1,2,1.0,0,3,7,0,0,0,0,0,0,3,11,0
8181,1978.0,2n Cycle,Single,,1,0,13-09-2013,42,51.0,12.0,49.0,17,24,24,3,,1,3,8,0,0,0,0,0,0,3,11,0
1029,1970.0,PhD,Together,64413.0,0,1,01-08-2013,27,,5.0,44.0,0,10,20,1,5.0,1,5,5,0,0,0,0,0,0,3,11,0
7369,1981.0,Master,Married,36959.0,1,0,02-10-2013,56,25.0,6.0,25.0,6,0,0,2,2.0,0,3,8,0,0,0,0,0,0,3,11,0
2574,1977.0,PhD,Married,,0,1,31-01-2013,27,,12.0,,0,0,24,3,,4,8,5,0,1,0,1,1,0,3,11,1
8159,,Graduation,Married,,1,1,01-04-2014,10,,0.0,22.0,13,0,30,3,,1,3,7,0,0,0,0,0,0,3,11,0
1160,,Graduation,Married,13260.0,1,1,23-08-2013,48,,,17.0,10,2,7,4,3.0,0,3,8,0,0,0,0,0,0,3,11,0
10242,1966.0,PhD,Together,47472.0,1,1,16-09-2013,39,,,11.0,0,0,8,2,2.0,0,4,5,0,0,0,0,0,0,3,11,0
5253,,Master,Together,,1,1,09-07-2013,85,145.0,13.0,46.0,17,2,4,6,4.0,2,4,7,0,0,0,0,0,0,3,11,0
5966,1974.0,PhD,Married,45207.0,1,1,10-11-2012,64,,0.0,,0,0,2,5,3.0,1,6,6,0,1,0,0,0,0,3,11,0
5314,1951.0,Graduation,Together,,0,1,18-03-2013,69,270.0,,27.0,39,6,99,7,7.0,1,5,8,0,0,0,0,0,0,3,11,0
5081,1967.0,2n Cycle,Together,,1,1,20-10-2013,54,9.0,,,6,6,10,1,1.0,0,3,8,0,0,0,0,0,0,3,11,0
5123,1951.0,Master,Married,,0,0,15-04-2013,57,37.0,12.0,23.0,8,11,52,1,2.0,1,3,7,0,0,0,0,0,0,3,11,0
5756,,Graduation,Together,,1,0,03-04-2014,64,46.0,,7.0,0,0,2,2,2.0,0,3,6,0,0,0,0,0,0,3,11,0
8036,,2n Cycle,Together,,1,1,18-04-2014,10,,1.0,,7,2,9,4,2.0,1,4,4,0,0,0,0,0,0,3,11,0
9058,1955.0,Graduation,Widow,79800.0,0,0,23-09-2012,65,,,530.0,32,0,224,1,,11,5,3,1,0,1,1,0,0,3,11,1
5057,1961.0,Master,Married,61794.0,0,1,14-09-2013,74,,47.0,,54,47,11,2,,4,10,2,0,0,0,0,0,0,3,11,0
254,,Graduation,Together,,0,1,17-05-2014,4,399.0,4.0,30.0,6,4,30,3,7.0,1,7,7,0,1,0,0,0,0,3,11,0
4179,,Graduation,Together,,0,0,20-08-2013,94,8.0,9.0,9.0,2,5,22,1,1.0,1,3,4,0,0,0,0,0,0,3,11,0
3710,,PhD,Single,,1,0,12-10-2012,41,19.0,,35.0,6,4,17,2,,1,2,7,0,0,0,0,0,1,3,11,1
7627,,Master,Married,,0,0,12-12-2012,25,,,797.0,106,163,20,0,5.0,11,5,2,0,0,1,1,0,0,3,11,1
4501,1965.0,Master,Single,,0,0,10-11-2013,94,,,,132,127,165,1,3.0,7,9,1,0,0,0,0,0,0,3,11,0
6424,1977.0,Graduation,Together,,1,0,30-01-2014,9,,6.0,2.0,11,2,16,1,1.0,0,3,4,0,0,0,0,0,0,3,11,0
3075,,PhD,Married,59973.0,0,0,11-09-2013,47,,,168.0,20,34,0,1,,4,7,1,0,0,0,0,0,0,3,11,0
4992,1975.0,Master,Together,17459.0,1,0,19-09-2013,12,,4.0,16.0,3,10,30,3,3.0,1,2,7,0,0,0,0,0,0,3,11,1
5252,,Graduation,Divorced,,1,0,26-10-2012,80,,,18.0,7,1,13,1,2.0,0,3,7,0,0,0,0,0,0,3,11,0
7444,1969.0,Master,Married,42169.0,1,1,19-10-2013,20,,,9.0,0,0,2,2,,0,3,8,0,0,0,0,0,0,3,11,0
6919,,2n Cycle,Married,,1,0,04-06-2013,39,4.0,7.0,,13,9,15,3,2.0,1,3,6,0,0,0,0,0,0,3,11,0
3537,,Graduation,Together,,1,0,17-08-2012,57,,3.0,31.0,2,8,4,3,,0,4,8,0,0,0,0,0,0,3,11,0
10277,1961.0,Graduation,Single,30081.0,0,1,21-02-2013,27,,,2.0,0,0,4,1,1.0,0,3,7,0,0,0,0,0,0,3,11,0
2453,1960.0,Graduation,Together,,0,1,31-08-2012,83,526.0,,135.0,10,21,99,3,5.0,3,12,5,0,0,0,0,0,0,3,11,0
7972,,Graduation,Single,,0,0,17-09-2013,79,,32.0,,71,75,54,1,3.0,4,9,1,0,0,0,0,0,0,3,11,0
895,1948.0,PhD,Married,61467.0,0,2,09-12-2012,69,,16.0,114.0,0,5,49,3,5.0,2,10,5,0,0,0,0,0,0,3,11,0
1177,1966.0,Master,Together,49618.0,1,1,26-01-2013,77,,3.0,26.0,4,2,14,4,3.0,1,3,7,0,0,0,0,0,0,3,11,0
7141,,Master,Single,,1,0,29-12-2012,15,88.0,,46.0,2,3,64,4,,1,2,10,0,0,0,0,0,0,3,11,1
7232,,Graduation,Widow,42429.0,0,1,11-02-2014,99,55.0,,,2,0,4,2,,1,3,5,0,0,0,0,0,0,3,11,0
8477,,Graduation,Divorced,,2,1,11-03-2013,61,5.0,1.0,,3,5,1,1,1.0,0,3,7,0,0,0,0,0,0,3,11,0
2457,1975.0,Basic,Married,30801.0,0,1,26-10-2012,23,8.0,4.0,,15,2,11,2,,0,3,7,0,0,0,0,0,0,3,11,0
988,1965.0,Graduation,Married,,0,0,07-05-2014,84,,,,147,22,22,1,6.0,4,7,3,0,0,0,1,0,0,3,11,0
7930,1969.0,Master,Single,,0,0,19-08-2013,74,101.0,13.0,,20,18,40,2,,1,6,6,0,0,0,0,0,0,3,11,0
4587,1944.0,Master,Widow,,0,0,18-07-2013,90,,25.0,,16,0,10,1,3.0,1,7,3,0,0,0,0,0,0,3,11,0
6682,1973.0,Basic,Married,18978.0,1,0,11-12-2012,41,,,,4,7,15,1,,0,3,8,0,0,0,0,0,0,3,11,0
6222,1967.0,Graduation,Married,,2,1,28-10-2013,28,25.0,0.0,,2,0,2,2,2.0,0,3,7,0,0,0,0,0,0,3,11,0
10299,,PhD,Single,,0,0,09-11-2012,73,389.0,91.0,248.0,64,49,41,3,6.0,3,13,5,0,0,0,0,0,0,3,11,1
3083,,Graduation,Married,45837.0,1,1,26-07-2013,88,215.0,13.0,,17,17,24,5,,2,5,7,0,0,0,0,0,0,3,11,0
8953,,Master,Single,35791.0,2,1,06-05-2013,94,,0.0,5.0,0,0,3,2,1.0,0,3,8,0,0,0,0,0,0,3,11,0
1503,1976.0,PhD,Together,,1,1,03-06-2013,31,85.0,1.0,,2,1,2,0,0.0,0,1,1,0,0,0,0,0,0,3,11,0
8650,,Graduation,Widow,,1,1,18-03-2013,31,,,10.0,6,5,10,1,1.0,0,3,4,0,0,0,0,0,0,3,11,0
10862,1960.0,Master,Married,,0,1,17-08-2012,6,179.0,8.0,,19,11,26,5,1.0,2,9,2,0,0,0,0,0,0,3,11,0
2782,,PhD,Married,,0,1,11-07-2013,23,,,27.0,10,0,15,3,,1,7,6,0,0,0,0,0,0,3,11,0
6941,,Graduation,Single,,0,0,14-07-2013,92,,8.0,,11,15,32,1,2.0,1,2,7,0,0,0,0,0,0,3,11,0
10972,,Graduation,Widow,72298.0,0,0,10-03-2014,52,,,169.0,58,17,35,1,4.0,3,6,1,0,1,1,0,0,0,3,11,0
10708,1978.0,2n Cycle,Single,36975.0,1,0,28-12-2013,50,10.0,,11.0,0,4,2,1,,0,3,7,0,0,0,0,0,0,3,11,0
6583,,2n Cycle,Married,72635.0,0,0,03-06-2013,54,390.0,,,104,35,107,1,,8,6,3,0,0,0,1,0,0,3,11,0
3641,,Graduation,Married,13624.0,1,0,20-01-2013,93,,,15.0,2,1,6,2,2.0,0,3,6,0,0,0,0,0,0,3,11,0
10156,,Graduation,Single,84196.0,0,1,03-06-2013,56,,,507.0,231,31,190,1,,4,7,3,0,0,0,0,0,0,3,11,0
4299,1960.0,Graduation,Together,70971.0,0,1,21-09-2012,28,1001.0,,572.0,93,125,17,7,,11,5,7,0,0,0,0,0,0,3,11,1
3469,1977.0,PhD,Divorced,,1,1,06-09-2012,94,,18.0,33.0,24,1,8,3,,0,3,9,0,0,0,0,0,0,3,11,0
5063,1977.0,Graduation,Single,,1,0,18-12-2012,76,41.0,,129.0,10,3,3,3,,1,4,9,0,0,0,0,0,0,3,11,0
10727,,PhD,Married,,1,0,19-11-2013,43,1181.0,107.0,199.0,39,30,30,2,,3,13,8,0,0,0,0,0,0,3,11,0
9624,1958.0,PhD,Together,,0,0,13-06-2014,46,,45.0,207.0,36,18,54,1,3.0,4,6,1,0,0,0,0,0,0,3,11,0
5156,1970.0,2n Cycle,Married,,0,1,15-01-2014,13,,,,168,121,83,5,,3,12,4,0,0,0,0,0,0,3,11,0
4376,,2n Cycle,Single,32218.0,0,0,15-02-2014,27,10.0,24.0,15.0,13,1,30,1,,1,3,7,1,0,0,0,0,0,3,11,1
8923,,Graduation,Single,,0,0,18-04-2013,12,514.0,22.0,,42,198,79,1,6.0,7,7,3,0,0,0,0,0,0,3,11,1
8461,,Graduation,Divorced,46102.0,2,1,10-03-2014,3,,0.0,,0,0,1,1,,0,2,7,0,0,0,0,0,0,3,11,0
6945,1952.0,Graduation,Single,,0,0,04-06-2013,72,387.0,20.0,,38,54,163,1,,11,11,5,0,0,0,0,0,0,3,11,0
944,1962.0,Graduation,Married,,0,1,08-01-2013,6,121.0,,69.0,8,44,48,1,4.0,2,7,4,0,0,0,0,0,0,3,11,0
1907,1950.0,Master,Divorced,63120.0,0,1,28-09-2012,53,965.0,69.0,279.0,54,41,69,5,,4,9,7,0,0,0,0,0,0,3,11,1
701,1971.0,Graduation,Married,73691.0,0,1,06-11-2013,58,707.0,21.0,250.0,85,43,73,2,6.0,2,8,2,1,0,0,0,0,0,3,11,0
3856,1960.0,Graduation,Together,63381.0,0,1,05-10-2012,78,,50.0,,33,50,159,4,4.0,5,13,2,0,0,0,0,0,0,3,11,0
4149,1948.0,PhD,Together,76140.0,0,0,13-05-2014,57,586.0,66.0,653.0,17,0,26,1,,9,6,2,0,0,0,0,0,0,3,11,0
2131,,PhD,Divorced,,0,1,30-12-2012,37,1063.0,89.0,,16,12,25,4,,4,6,6,0,0,0,0,0,0,3,11,0
2942,,Graduation,Single,,0,1,07-05-2013,20,305.0,,27.0,4,3,144,2,,4,4,5,1,0,0,0,0,0,3,11,0
1173,1947.0,Master,Together,77632.0,0,0,10-03-2013,73,,,,0,42,147,1,4.0,2,6,2,0,1,1,0,0,0,3,11,1
4381,1971.0,PhD,Married,46463.0,1,1,18-08-2013,56,,,40.0,8,11,11,7,3.0,1,6,6,0,0,0,0,0,0,3,11,0
4611,1970.0,Graduation,Together,105471.0,0,0,21-01-2013,36,,,,202,21,207,0,9.0,8,13,3,0,0,1,1,0,0,3,11,1
3376,,Master,Divorced,,1,0,13-12-2013,9,,,73.0,8,4,19,1,,1,6,4,0,0,0,0,0,0,3,11,0
4679,1977.0,Master,Married,78710.0,0,1,23-05-2014,42,721.0,,,119,50,50,3,7.0,6,12,4,0,0,0,0,0,0,3,11,0
10928,,Graduation,Together,,0,1,16-09-2013,28,315.0,4.0,,41,31,146,2,,1,7,5,0,0,0,0,0,0,3,11,0
4248,,Master,Single,,0,0,17-02-2014,23,1000.0,,711.0,125,115,38,0,4.0,6,9,1,0,1,0,0,0,0,3,11,0
6728,1985.0,Graduation,Together,,1,0,27-08-2012,38,,0.0,,6,3,6,2,1.0,0,3,9,0,0,0,0,0,0,3,11,0
6661,1974.0,Graduation,Married,67445.0,0,1,12-08-2012,63,757.0,,217.0,29,80,11,5,9.0,6,12,6,0,0,0,0,0,0,3,11,0
4725,,PhD,Together,50616.0,0,1,13-04-2014,71,30.0,,,0,1,9,1,,1,4,2,0,0,0,0,0,0,3,11,0
3277,1955.0,Graduation,Divorced,,0,1,03-08-2012,9,219.0,3.0,,26,0,17,2,7.0,1,5,8,0,0,0,0,0,0,3,11,0
5555,,Graduation,Divorced,153924.0,0,0,07-02-2014,81,1.0,1.0,1.0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,3,11,0
2564,1953.0,Graduation,Together,61278.0,0,1,04-01-2014,87,111.0,3.0,,2,6,15,2,,1,4,6,0,0,0,0,0,0,3,11,0
946,,2n Cycle,Together,26490.0,0,0,22-09-2012,92,45.0,47.0,,21,20,25,2,,1,5,6,0,0,0,0,0,0,3,11,0
3867,1947.0,PhD,Together,73059.0,0,1,31-08-2013,36,410.0,,420.0,0,82,71,1,,3,13,4,0,0,0,0,0,0,3,11,0
6940,1966.0,PhD,Single,46734.0,1,2,21-10-2013,86,100.0,1.0,,6,1,76,4,3.0,2,3,6,1,0,0,0,0,0,3,11,0
55,1963.0,Graduation,Together,56253.0,0,1,07-12-2012,83,509.0,,,7,11,5,4,7.0,2,9,6,0,0,0,0,0,0,3,11,0
7093,1985.0,Graduation,Married,19986.0,1,0,14-11-2013,74,,,5.0,0,2,6,1,0.0,0,3,7,0,0,0,0,0,0,3,11,0
5084,1975.0,Graduation,Widow,58330.0,0,1,25-12-2013,87,445.0,53.0,,104,98,151,1,,4,13,4,0,0,0,0,0,0,3,11,0
1777,1980.0,Basic,Married,25965.0,0,0,07-09-2012,29,,,11.0,41,7,11,1,2.0,0,3,8,0,0,0,0,0,0,3,11,0
8162,,Master,Together,14661.0,0,0,01-01-2013,88,,1.0,,6,2,2,1,,0,3,6,0,0,0,0,0,0,3,11,0
10826,,Graduation,Married,18690.0,0,0,28-12-2012,77,,1.0,7.0,23,4,19,1,,1,2,8,0,0,0,0,0,0,3,11,0
8754,1974.0,PhD,Together,45068.0,0,1,16-05-2013,25,,0.0,,0,0,3,1,,0,2,7,0,0,0,0,0,0,3,11,0
1987,,Basic,Single,21063.0,1,0,25-09-2013,34,1.0,10.0,11.0,19,3,15,2,2.0,0,3,6,0,0,0,0,0,0,3,11,0
11007,,PhD,Married,,1,0,09-05-2013,43,,,,0,0,2,1,1.0,0,3,8,0,0,0,0,0,0,3,11,0
7426,1971.0,2n Cycle,Married,,1,1,07-11-2013,76,111.0,16.0,37.0,7,9,18,3,,1,5,3,0,0,0,0,0,0,3,11,0
9153,,PhD,Married,,0,1,29-07-2013,81,418.0,61.0,,80,51,10,3,,8,10,5,0,0,0,0,0,0,3,11,0
10379,1962.0,Master,Single,59247.0,0,2,08-11-2013,87,,,,19,14,83,5,,2,9,6,0,0,0,0,0,0,3,11,0
9204,1970.0,Graduation,Widow,,0,1,12-09-2012,33,,,194.0,58,106,141,4,4.0,3,6,3,0,0,0,0,0,0,3,11,0
3197,1980.0,Graduation,Married,77353.0,0,1,16-12-2013,38,275.0,,,69,101,59,2,6.0,4,8,4,0,0,0,0,0,0,3,11,0
2920,,PhD,Single,,0,1,01-12-2012,63,789.0,,,12,9,38,2,,4,8,8,0,0,0,0,0,0,3,11,0
6961,1974.0,Graduation,Married,26751.0,2,0,22-05-2014,26,,1.0,,0,3,1,1,1.0,0,2,8,0,0,0,0,0,0,3,11,0
4673,,PhD,Married,81300.0,0,1,30-10-2012,17,,,145.0,32,12,36,3,10.0,3,5,5,0,0,0,1,0,0,3,11,1
9937,,Graduation,Single,,0,0,02-01-2014,75,187.0,81.0,,25,43,91,1,2.0,2,12,1,0,0,0,0,0,0,3,11,0
8779,1985.0,2n Cycle,Married,,1,0,16-06-2013,13,56.0,4.0,,17,1,18,4,,1,3,9,1,0,0,0,0,0,3,11,1
9596,1980.0,PhD,Single,,0,0,23-12-2013,19,,,117.0,34,110,6,1,3.0,3,13,2,0,0,0,0,0,0,3,11,0
2891,,Graduation,Divorced,,0,1,18-10-2013,51,,23.0,123.0,10,23,154,2,,9,4,6,0,0,0,0,0,0,3,11,0
4910,,Graduation,Divorced,68743.0,0,0,30-08-2012,81,,134.0,,175,134,115,1,11.0,5,13,7,0,0,0,0,0,0,3,11,0
75,,2n Cycle,Together,41039.0,0,0,25-07-2013,32,34.0,,,179,61,45,1,8.0,1,5,8,0,0,0,0,0,0,3,11,0
10120,,Graduation,Together,38946.0,0,1,24-10-2013,84,,6.0,82.0,6,6,41,2,3.0,1,6,5,0,0,0,0,0,0,3,11,0
6327,,Graduation,Together,65777.0,0,0,19-12-2013,87,565.0,,,28,32,54,1,,8,6,1,0,0,0,0,0,0,3,11,0
10142,1976.0,PhD,Divorced,66476.0,0,1,07-03-2013,99,,,,47,48,78,2,5.0,2,11,4,0,0,0,0,0,0,3,11,0
9826,,PhD,Single,,0,0,12-09-2012,96,,102.0,838.0,133,102,40,1,,6,10,2,0,0,0,0,0,0,3,11,1
1501,1982.0,PhD,Married,160803.0,0,0,04-08-2012,21,55.0,16.0,,17,3,4,15,0.0,28,1,0,0,0,0,0,0,0,3,11,0
10767,,PhD,Together,77845.0,0,0,16-05-2014,40,,40.0,480.0,0,40,26,1,3.0,5,12,1,0,0,1,1,0,0,3,11,0
7279,1969.0,PhD,Together,69476.0,0,0,30-09-2013,3,260.0,,,63,9,67,1,,6,4,2,0,0,0,0,0,0,3,11,0
7230,,PhD,Divorced,50611.0,0,1,04-10-2012,98,,0.0,,6,0,4,6,4.0,5,7,6,0,1,0,0,0,0,3,11,1
143,,Graduation,Single,61209.0,0,0,25-08-2013,73,466.0,,,119,49,99,1,,3,4,2,0,0,0,0,0,0,3,11,0
450,,Master,Together,,0,1,12-07-2013,90,,15.0,,17,11,80,3,,4,4,3,0,0,0,0,0,0,3,11,0
